Scheme_ID,Scheme_Name,Beneficiary,Description,Min_Age,Max_Age,Income_Limit,State,Gender,Education,Occupation,Category,Disability_Status,Rural_Urban,Employment_Status,Marital_Status,Farmer_Status,Student_Status,BPL_Status,Minority_Status,Benefits,Required_Documents,Official_Website
SCH073,National Farmer Scheme - Phase 73,Eligible Agriculture Beneficiaries,Government initiative to support agricultural development by giving modern irrigation kits and equipment to farmers.,18,80,999999999,All,All,All,Farmer,All,All,Rural,Self-Employed,All,Yes,All,All,All,Free drip irrigation kit and Rs. 5000 subsidy on fertilizers.,"Aadhaar Card, Land Records, Farmer ID Proof",https://agricoop.nic.in/scheme73
SCH074,Skill Upgradation and Vocational Loan - Plan 74,Eligible Skills Development Beneficiaries,Short-term industry courses and certification for unemployed youth to improve immediate placement prospects.,18,35,999999999,All,All,All,Unemployed,All,All,All,Unemployed,All,All,All,All,All,Free skill training course and job placement assistance with stipend.,"Aadhaar Card, School leaving certificate, Unemployed registration card",https://msde.gov.in/skill74
SCH075,Awas Sahayata Gramin - Allocation 75,Eligible Housing Beneficiaries,Providing masonry training and raw building materials to rural households below the poverty line to build permanent homes.,18,80,999999999,All,All,All,All,All,All,Rural,All,All,All,All,Yes,All,"Financial assistance of Rs. 1,20,000 along with subsidised building supplies.","BPL Certificate, Land ownership map, Aadhaar Card",https://pmayg.nic.in/housing75
SCH076,Social Welfare Security Scheme - Support 76,Eligible Welfare Beneficiaries,General state-funded social relief for economically weak sections including widows and distressed families.,18,80,150000,Rajasthan,All,All,All,All,All,All,All,All,All,All,Yes,All,Direct cash allowance of Rs. 1500 per month.,"Aadhaar Card, Income certificate, Bank passbook",https://socialjustice.gov.in/welfare76
SCH077,Ayushman Swasthya Suraksha - Yojana 77,Eligible Healthcare Beneficiaries,National health insurance coverage for economically vulnerable populations enabling free hospitalization at registered clinics.,18,80,120000,All,Male,All,All,All,All,All,All,All,All,All,Yes,All,"Cashless medical insurance coverage of up to Rs. 5,000,000 per family per year.","BPL Card, Aadhaar Card, Ration Card",https://pmjay.gov.in/swasthya77
SCH078,National Farmer Scheme - Phase 78,Eligible Agriculture Beneficiaries,Government initiative to support agricultural development by giving modern irrigation kits and equipment to farmers.,18,80,999999999,All,All,All,Farmer,All,All,Rural,Self-Employed,All,Yes,All,All,All,Free drip irrigation kit and Rs. 5000 subsidy on fertilizers.,"Aadhaar Card, Land Records, Farmer ID Proof",https://agricoop.nic.in/scheme78
SCH079,Social Welfare Security Scheme - Support 79,Eligible Welfare Beneficiaries,General state-funded social relief for economically weak sections including widows and distressed families.,18,80,150000,Gujarat,All,All,All,All,All,All,All,All,All,All,Yes,All,Direct cash allowance of Rs. 1500 per month.,"Aadhaar Card, Income certificate, Bank passbook",https://socialjustice.gov.in/welfare79
SCH080,Senior Citizen Financial Security - Pension 80,Eligible Senior Citizens Beneficiaries,An annuity and healthcare insurance combination plan for senior citizens designed for a comfortable retired life.,60,80,999999999,All,All,All,Retired,All,All,All,Retired,All,All,All,All,All,Guaranteed Rs. 2000 monthly pension and secondary medical coverage up to Rs. 1 Lakh.,"Age Certificate, Aadhaar, Bank Details, Income proof",https://nsap.nic.in/pension80
SCH081,Merit-cum-Means Post Matric Support - Program 81,Eligible Education Beneficiaries,Financial backing for brilliant students to guarantee access to professional training colleges and technical degrees.,18,28,200000,All,All,10th,Student,All,All,All,Student,All,All,Yes,All,All,Full academic tuition coverage and a monthly stipend of Rs. 1500.,"Academic transcript, Income certificate, Fee Structure, Aadhaar",https://scholarships.gov.in/scheme81
SCH082,Skill Upgradation and Vocational Loan - Plan 82,Eligible Skills Development Beneficiaries,Short-term industry courses and certification for unemployed youth to improve immediate placement prospects.,18,35,999999999,All,All,All,Unemployed,All,All,All,Unemployed,All,All,All,All,All,Free skill training course and job placement assistance with stipend.,"Aadhaar Card, School leaving certificate, Unemployed registration card",https://msde.gov.in/skill82
SCH083,Merit-cum-Means Post Matric Support - Program 83,Eligible Education Beneficiaries,Financial backing for brilliant students to guarantee access to professional training colleges and technical degrees.,18,28,200000,All,All,12th,Student,All,All,All,Student,All,All,Yes,All,All,Full academic tuition coverage and a monthly stipend of Rs. 1500.,"Academic transcript, Income certificate, Fee Structure, Aadhaar",https://scholarships.gov.in/scheme83
SCH084,Senior Citizen Financial Security - Pension 84,Eligible Senior Citizens Beneficiaries,An annuity and healthcare insurance combination plan for senior citizens designed for a comfortable retired life.,60,80,999999999,All,All,All,Retired,All,All,All,Retired,All,All,All,All,All,Guaranteed Rs. 2000 monthly pension and secondary medical coverage up to Rs. 1 Lakh.,"Age Certificate, Aadhaar, Bank Details, Income proof",https://nsap.nic.in/pension84
SCH085,Awas Sahayata Gramin - Allocation 85,Eligible Housing Beneficiaries,Providing masonry training and raw building materials to rural households below the poverty line to build permanent homes.,18,80,999999999,Punjab,All,All,All,All,All,Rural,All,All,All,All,Yes,All,"Financial assistance of Rs. 1,20,000 along with subsidised building supplies.","BPL Certificate, Land ownership map, Aadhaar Card",https://pmayg.nic.in/housing85
SCH086,National Farmer Scheme - Phase 86,Eligible Agriculture Beneficiaries,Government initiative to support agricultural development by giving modern irrigation kits and equipment to farmers.,18,80,999999999,All,All,All,Farmer,All,All,Rural,Self-Employed,All,Yes,All,All,All,Free drip irrigation kit and Rs. 5000 subsidy on fertilizers.,"Aadhaar Card, Land Records, Farmer ID Proof",https://agricoop.nic.in/scheme86
SCH087,Mahila Self-Reliance Scheme - Model 87,Eligible Women Empowerment Beneficiaries,Encouraging small enterprise setup for women by organizing self-help groups and funding micro-manufacturing setups.,18,80,300000,All,Female,All,Business Owner,All,All,All,Self-Employed,All,All,All,All,All,"Subsidized startup loan of up to Rs. 1,00,000 without collateral.","Aadhaar Card, Residence proof, Self-Help Group certificate",https://wcd.nic.in/scheme87
SCH088,Senior Citizen Financial Security - Pension 88,Eligible Senior Citizens Beneficiaries,An annuity and healthcare insurance combination plan for senior citizens designed for a comfortable retired life.,60,80,999999999,All,All,All,Retired,All,All,All,Retired,All,All,All,All,All,Guaranteed Rs. 2000 monthly pension and secondary medical coverage up to Rs. 1 Lakh.,"Age Certificate, Aadhaar, Bank Details, Income proof",https://nsap.nic.in/pension88
SCH089,Ayushman Swasthya Suraksha - Yojana 89,Eligible Healthcare Beneficiaries,National health insurance coverage for economically vulnerable populations enabling free hospitalization at registered clinics.,18,80,120000,All,All,All,All,All,All,All,All,All,All,All,Yes,All,"Cashless medical insurance coverage of up to Rs. 5,000,000 per family per year.","BPL Card, Aadhaar Card, Ration Card",https://pmjay.gov.in/swasthya89
SCH090,Ayushman Swasthya Suraksha - Yojana 90,Eligible Healthcare Beneficiaries,National health insurance coverage for economically vulnerable populations enabling free hospitalization at registered clinics.,18,80,120000,West Bengal,All,All,All,All,All,All,All,All,All,All,Yes,All,"Cashless medical insurance coverage of up to Rs. 5,000,000 per family per year.","BPL Card, Aadhaar Card, Ration Card",https://pmjay.gov.in/swasthya90
SCH091,Social Welfare Security Scheme - Support 91,Eligible Welfare Beneficiaries,General state-funded social relief for economically weak sections including widows and distressed families.,18,80,150000,All,All,All,All,All,All,All,All,All,All,All,Yes,All,Direct cash allowance of Rs. 1500 per month.,"Aadhaar Card, Income certificate, Bank passbook",https://socialjustice.gov.in/welfare91
SCH092,Ayushman Swasthya Suraksha - Yojana 92,Eligible Healthcare Beneficiaries,National health insurance coverage for economically vulnerable populations enabling free hospitalization at registered clinics.,18,80,120000,All,All,All,All,All,All,All,All,All,All,All,Yes,All,"Cashless medical insurance coverage of up to Rs. 5,000,000 per family per year.","BPL Card, Aadhaar Card, Ration Card",https://pmjay.gov.in/swasthya92
SCH093,National Farmer Scheme - Phase 93,Eligible Agriculture Beneficiaries,Government initiative to support agricultural development by giving modern irrigation kits and equipment to farmers.,18,80,999999999,Uttar Pradesh,All,All,Farmer,All,All,Rural,Self-Employed,All,Yes,All,All,All,Free drip irrigation kit and Rs. 5000 subsidy on fertilizers.,"Aadhaar Card, Land Records, Farmer ID Proof",https://agricoop.nic.in/scheme93
SCH094,Ayushman Swasthya Suraksha - Yojana 94,Eligible Healthcare Beneficiaries,National health insurance coverage for economically vulnerable populations enabling free hospitalization at registered clinics.,18,80,120000,All,All,All,All,All,All,All,All,All,All,All,Yes,All,"Cashless medical insurance coverage of up to Rs. 5,000,000 per family per year.","BPL Card, Aadhaar Card, Ration Card",https://pmjay.gov.in/swasthya94
SCH095,Senior Citizen Financial Security - Pension 95,Eligible Senior Citizens Beneficiaries,An annuity and healthcare insurance combination plan for senior citizens designed for a comfortable retired life.,60,80,999999999,All,All,All,Retired,All,All,All,Retired,All,All,All,All,All,Guaranteed Rs. 2000 monthly pension and secondary medical coverage up to Rs. 1 Lakh.,"Age Certificate, Aadhaar, Bank Details, Income proof",https://nsap.nic.in/pension95
SCH096,Social Welfare Security Scheme - Support 96,Eligible Welfare Beneficiaries,General state-funded social relief for economically weak sections including widows and distressed families.,18,80,150000,Bihar,Male,All,All,All,All,All,All,All,All,All,Yes,All,Direct cash allowance of Rs. 1500 per month.,"Aadhaar Card, Income certificate, Bank passbook",https://socialjustice.gov.in/welfare96
SCH097,Skill Upgradation and Vocational Loan - Plan 97,Eligible Skills Development Beneficiaries,Short-term industry courses and certification for unemployed youth to improve immediate placement prospects.,18,35,999999999,Gujarat,All,All,Unemployed,All,All,All,Unemployed,All,All,All,All,All,Free skill training course and job placement assistance with stipend.,"Aadhaar Card, School leaving certificate, Unemployed registration card",https://msde.gov.in/skill97
SCH098,Ayushman Swasthya Suraksha - Yojana 98,Eligible Healthcare Beneficiaries,National health insurance coverage for economically vulnerable populations enabling free hospitalization at registered clinics.,18,80,120000,All,All,All,All,All,All,All,All,All,All,All,Yes,All,"Cashless medical insurance coverage of up to Rs. 5,000,000 per family per year.","BPL Card, Aadhaar Card, Ration Card",https://pmjay.gov.in/swasthya98
SCH099,Social Welfare Security Scheme - Support 99,Eligible Welfare Beneficiaries,General state-funded social relief for economically weak sections including widows and distressed families.,18,80,150000,All,All,All,All,All,All,All,All,All,All,All,Yes,All,Direct cash allowance of Rs. 1500 per month.,"Aadhaar Card, Income certificate, Bank passbook",https://socialjustice.gov.in/welfare99
SCH100,Social Welfare Security Scheme - Support 100,Eligible Welfare Beneficiaries,General state-funded social relief for economically weak sections including widows and distressed families.,18,80,150000,All,All,All,All,All,All,All,All,All,All,All,Yes,All,Direct cash allowance of Rs. 1500 per month.,"Aadhaar Card, Income certificate, Bank passbook",https://socialjustice.gov.in/welfare100
