Age,Gender,Income,State,Education,Occupation,Category,Disability_Status,Employment_Status,Rural_Urban,Marital_Status,Farmer_Status,Student_Status,BPL_Status,Minority_Status,Recommended_Scheme
66,male,18232,rajasthan,10th,retired,sc,no,retired,rural,married,no,no,no,no,Senior Citizen Financial Security - Pension 35
66,male,18232,rajasthan,10th,retired,sc,no,retired,rural,married,no,no,no,no,Senior Citizen Financial Security - Pension 57
66,male,18232,rajasthan,10th,retired,sc,no,retired,rural,married,no,no,no,no,Senior Citizen Financial Security - Pension 60
66,male,18232,rajasthan,10th,retired,sc,no,retired,rural,married,no,no,no,no,Senior Citizen Financial Security - Pension 66
66,male,18232,rajasthan,10th,retired,sc,no,retired,rural,married,no,no,no,no,Senior Citizen Financial Security - Pension 69
66,male,18232,rajasthan,10th,retired,sc,no,retired,rural,married,no,no,no,no,Senior Citizen Financial Security - Pension 72
66,male,18232,rajasthan,10th,retired,sc,no,retired,rural,married,no,no,no,no,Senior Citizen Financial Security - Pension 80
66,male,18232,rajasthan,10th,retired,sc,no,retired,rural,married,no,no,no,no,Senior Citizen Financial Security - Pension 84
66,male,18232,rajasthan,10th,retired,sc,no,retired,rural,married,no,no,no,no,Senior Citizen Financial Security - Pension 88
66,male,18232,rajasthan,10th,retired,sc,no,retired,rural,married,no,no,no,no,Senior Citizen Financial Security - Pension 95
54,female,11773,gujarat,primary,farmer,obc,no,self-employed,rural,married,yes,no,no,no,Pradhan Mantri Kisan Samman Nidhi (PM-KISAN)
54,female,11773,gujarat,primary,farmer,obc,no,self-employed,rural,married,yes,no,no,no,PM Krishi Sinchayee Yojana (PMKSY)
54,female,11773,gujarat,primary,farmer,obc,no,self-employed,rural,married,yes,no,no,no,Pradhan Mantri Fasal Bima Yojana (PMFBY)
54,female,11773,gujarat,primary,farmer,obc,no,self-employed,rural,married,yes,no,no,no,Kisan Credit Card (KCC) Scheme
54,female,11773,gujarat,primary,farmer,obc,no,self-employed,rural,married,yes,no,no,no,National Farmer Scheme - Phase 28
54,female,11773,gujarat,primary,farmer,obc,no,self-employed,rural,married,yes,no,no,no,National Farmer Scheme - Phase 44
54,female,11773,gujarat,primary,farmer,obc,no,self-employed,rural,married,yes,no,no,no,National Farmer Scheme - Phase 73
54,female,11773,gujarat,primary,farmer,obc,no,self-employed,rural,married,yes,no,no,no,National Farmer Scheme - Phase 78
54,female,11773,gujarat,primary,farmer,obc,no,self-employed,rural,married,yes,no,no,no,National Farmer Scheme - Phase 86
23,male,0,andhra pradesh,graduate,student,obc,no,student,urban,single,no,yes,no,no,Central Sector Scheme of Scholarship for College and University Students
23,male,0,andhra pradesh,graduate,student,obc,no,student,urban,single,no,yes,no,no,Merit-cum-Means Post Matric Support - Program 63
32,female,7085,punjab,12th,farmer,general,no,self-employed,rural,married,yes,no,no,yes,Pradhan Mantri Kisan Samman Nidhi (PM-KISAN)
32,female,7085,punjab,12th,farmer,general,no,self-employed,rural,married,yes,no,no,yes,PM Krishi Sinchayee Yojana (PMKSY)
32,female,7085,punjab,12th,farmer,general,no,self-employed,rural,married,yes,no,no,yes,Pradhan Mantri Fasal Bima Yojana (PMFBY)
32,female,7085,punjab,12th,farmer,general,no,self-employed,rural,married,yes,no,no,yes,Kisan Credit Card (KCC) Scheme
32,female,7085,punjab,12th,farmer,general,no,self-employed,rural,married,yes,no,no,yes,PM Kisan Maan-Dhan Yojana (PM-KMY)
32,female,7085,punjab,12th,farmer,general,no,self-employed,rural,married,yes,no,no,yes,Pradhan Mantri Matru Vandana Yojana (PMMVY)
32,female,7085,punjab,12th,farmer,general,no,self-employed,rural,married,yes,no,no,yes,National Farmer Scheme - Phase 28
32,female,7085,punjab,12th,farmer,general,no,self-employed,rural,married,yes,no,no,yes,National Farmer Scheme - Phase 44
32,female,7085,punjab,12th,farmer,general,no,self-employed,rural,married,yes,no,no,yes,National Farmer Scheme - Phase 73
32,female,7085,punjab,12th,farmer,general,no,self-employed,rural,married,yes,no,no,yes,National Farmer Scheme - Phase 78
32,female,7085,punjab,12th,farmer,general,no,self-employed,rural,married,yes,no,no,yes,National Farmer Scheme - Phase 86
21,female,0,uttar pradesh,12th,student,obc,no,student,rural,single,no,yes,no,no,Central Sector Scheme of Scholarship for College and University Students
21,female,0,uttar pradesh,12th,student,obc,no,student,rural,single,no,yes,no,no,Pragati Scholarship Scheme for Girls
21,female,0,uttar pradesh,12th,student,obc,no,student,rural,single,no,yes,no,no,Kanya Sumangala Yojana (Uttar Pradesh)
21,female,0,uttar pradesh,12th,student,obc,no,student,rural,single,no,yes,no,no,Merit-cum-Means Post Matric Support - Program 41
21,female,0,uttar pradesh,12th,student,obc,no,student,rural,single,no,yes,no,no,Merit-cum-Means Post Matric Support - Program 45
21,female,0,uttar pradesh,12th,student,obc,no,student,rural,single,no,yes,no,no,Merit-cum-Means Post Matric Support - Program 52
21,female,0,uttar pradesh,12th,student,obc,no,student,rural,single,no,yes,no,no,Merit-cum-Means Post Matric Support - Program 63
36,female,75156,karnataka,post graduate,business owner,general,no,self-employed,rural,married,no,no,no,no,Pradhan Mantri Matru Vandana Yojana (PMMVY)
36,female,75156,karnataka,post graduate,business owner,general,no,self-employed,rural,married,no,no,no,no,Pradhan Mantri Mudra Yojana (PMMY) - Shishu
36,female,75156,karnataka,post graduate,business owner,general,no,self-employed,rural,married,no,no,no,no,Stand-Up India Scheme
34,male,0,bihar,12th,unemployed,obc,yes,unemployed,rural,divorced,no,no,no,no,Deendayal Disabled Rehabilitation Scheme (DDRS)
34,male,0,bihar,12th,unemployed,obc,yes,unemployed,rural,divorced,no,no,no,no,Skill Upgradation and Vocational Loan - Plan 54
34,male,0,bihar,12th,unemployed,obc,yes,unemployed,rural,divorced,no,no,no,no,Skill Upgradation and Vocational Loan - Plan 74
34,male,0,bihar,12th,unemployed,obc,yes,unemployed,rural,divorced,no,no,no,no,Skill Upgradation and Vocational Loan - Plan 82
46,male,85482,rajasthan,post graduate,private employee,obc,yes,employed,urban,divorced,no,no,no,no,Deendayal Disabled Rehabilitation Scheme (DDRS)
34,female,12264,gujarat,illiterate,farmer,obc,no,self-employed,rural,married,yes,no,no,yes,Pradhan Mantri Kisan Samman Nidhi (PM-KISAN)
34,female,12264,gujarat,illiterate,farmer,obc,no,self-employed,rural,married,yes,no,no,yes,PM Krishi Sinchayee Yojana (PMKSY)
34,female,12264,gujarat,illiterate,farmer,obc,no,self-employed,rural,married,yes,no,no,yes,Pradhan Mantri Fasal Bima Yojana (PMFBY)
34,female,12264,gujarat,illiterate,farmer,obc,no,self-employed,rural,married,yes,no,no,yes,Kisan Credit Card (KCC) Scheme
34,female,12264,gujarat,illiterate,farmer,obc,no,self-employed,rural,married,yes,no,no,yes,PM Kisan Maan-Dhan Yojana (PM-KMY)
34,female,12264,gujarat,illiterate,farmer,obc,no,self-employed,rural,married,yes,no,no,yes,Pradhan Mantri Matru Vandana Yojana (PMMVY)
34,female,12264,gujarat,illiterate,farmer,obc,no,self-employed,rural,married,yes,no,no,yes,National Farmer Scheme - Phase 28
34,female,12264,gujarat,illiterate,farmer,obc,no,self-employed,rural,married,yes,no,no,yes,National Farmer Scheme - Phase 44
34,female,12264,gujarat,illiterate,farmer,obc,no,self-employed,rural,married,yes,no,no,yes,National Farmer Scheme - Phase 73
34,female,12264,gujarat,illiterate,farmer,obc,no,self-employed,rural,married,yes,no,no,yes,National Farmer Scheme - Phase 78
34,female,12264,gujarat,illiterate,farmer,obc,no,self-employed,rural,married,yes,no,no,yes,National Farmer Scheme - Phase 86
57,male,6309,madhya pradesh,12th,laborer,general,no,self-employed,urban,married,no,no,yes,no,PM Garib Kalyan Anna Yojana (PMGKAY)
57,male,6309,madhya pradesh,12th,laborer,general,no,self-employed,urban,married,no,no,yes,no,Ayushman Swasthya Suraksha - Yojana 26
57,male,6309,madhya pradesh,12th,laborer,general,no,self-employed,urban,married,no,no,yes,no,Social Welfare Security Scheme - Support 30
57,male,6309,madhya pradesh,12th,laborer,general,no,self-employed,urban,married,no,no,yes,no,Ayushman Swasthya Suraksha - Yojana 36
57,male,6309,madhya pradesh,12th,laborer,general,no,self-employed,urban,married,no,no,yes,no,Social Welfare Security Scheme - Support 37
57,male,6309,madhya pradesh,12th,laborer,general,no,self-employed,urban,married,no,no,yes,no,Social Welfare Security Scheme - Support 50
57,male,6309,madhya pradesh,12th,laborer,general,no,self-employed,urban,married,no,no,yes,no,Ayushman Swasthya Suraksha - Yojana 59
57,male,6309,madhya pradesh,12th,laborer,general,no,self-employed,urban,married,no,no,yes,no,Ayushman Swasthya Suraksha - Yojana 65
57,male,6309,madhya pradesh,12th,laborer,general,no,self-employed,urban,married,no,no,yes,no,Ayushman Swasthya Suraksha - Yojana 71
57,male,6309,madhya pradesh,12th,laborer,general,no,self-employed,urban,married,no,no,yes,no,Ayushman Swasthya Suraksha - Yojana 77
57,male,6309,madhya pradesh,12th,laborer,general,no,self-employed,urban,married,no,no,yes,no,Ayushman Swasthya Suraksha - Yojana 89
57,male,6309,madhya pradesh,12th,laborer,general,no,self-employed,urban,married,no,no,yes,no,Social Welfare Security Scheme - Support 91
57,male,6309,madhya pradesh,12th,laborer,general,no,self-employed,urban,married,no,no,yes,no,Ayushman Swasthya Suraksha - Yojana 92
57,male,6309,madhya pradesh,12th,laborer,general,no,self-employed,urban,married,no,no,yes,no,Ayushman Swasthya Suraksha - Yojana 94
57,male,6309,madhya pradesh,12th,laborer,general,no,self-employed,urban,married,no,no,yes,no,Ayushman Swasthya Suraksha - Yojana 98
57,male,6309,madhya pradesh,12th,laborer,general,no,self-employed,urban,married,no,no,yes,no,Social Welfare Security Scheme - Support 99
57,male,6309,madhya pradesh,12th,laborer,general,no,self-employed,urban,married,no,no,yes,no,Social Welfare Security Scheme - Support 100
23,female,0,kerala,graduate,student,sc,no,student,rural,single,no,yes,no,yes,Central Sector Scheme of Scholarship for College and University Students
23,female,0,kerala,graduate,student,sc,no,student,rural,single,no,yes,no,yes,Pragati Scholarship Scheme for Girls
23,female,0,kerala,graduate,student,sc,no,student,rural,single,no,yes,no,yes,Naya Savera - Free Coaching Scheme for Minorities
23,female,0,kerala,graduate,student,sc,no,student,rural,single,no,yes,no,yes,Maulana Azad National Fellowship for Minorities
23,female,0,kerala,graduate,student,sc,no,student,rural,single,no,yes,no,yes,Merit-cum-Means Post Matric Support - Program 63
49,male,8476,andhra pradesh,illiterate,farmer,obc,no,self-employed,rural,married,yes,no,no,no,Pradhan Mantri Kisan Samman Nidhi (PM-KISAN)
49,male,8476,andhra pradesh,illiterate,farmer,obc,no,self-employed,rural,married,yes,no,no,no,PM Krishi Sinchayee Yojana (PMKSY)
49,male,8476,andhra pradesh,illiterate,farmer,obc,no,self-employed,rural,married,yes,no,no,no,Pradhan Mantri Fasal Bima Yojana (PMFBY)
49,male,8476,andhra pradesh,illiterate,farmer,obc,no,self-employed,rural,married,yes,no,no,no,Kisan Credit Card (KCC) Scheme
49,male,8476,andhra pradesh,illiterate,farmer,obc,no,self-employed,rural,married,yes,no,no,no,National Farmer Scheme - Phase 28
49,male,8476,andhra pradesh,illiterate,farmer,obc,no,self-employed,rural,married,yes,no,no,no,National Farmer Scheme - Phase 31
49,male,8476,andhra pradesh,illiterate,farmer,obc,no,self-employed,rural,married,yes,no,no,no,National Farmer Scheme - Phase 44
49,male,8476,andhra pradesh,illiterate,farmer,obc,no,self-employed,rural,married,yes,no,no,no,National Farmer Scheme - Phase 73
49,male,8476,andhra pradesh,illiterate,farmer,obc,no,self-employed,rural,married,yes,no,no,no,National Farmer Scheme - Phase 78
49,male,8476,andhra pradesh,illiterate,farmer,obc,no,self-employed,rural,married,yes,no,no,no,National Farmer Scheme - Phase 86
48,female,73194,punjab,graduate,private employee,obc,yes,employed,rural,married,no,no,no,no,Deendayal Disabled Rehabilitation Scheme (DDRS)
35,male,4238,maharashtra,illiterate,farmer,sc,no,self-employed,rural,married,yes,no,no,yes,Pradhan Mantri Kisan Samman Nidhi (PM-KISAN)
35,male,4238,maharashtra,illiterate,farmer,sc,no,self-employed,rural,married,yes,no,no,yes,PM Krishi Sinchayee Yojana (PMKSY)
35,male,4238,maharashtra,illiterate,farmer,sc,no,self-employed,rural,married,yes,no,no,yes,Pradhan Mantri Fasal Bima Yojana (PMFBY)
35,male,4238,maharashtra,illiterate,farmer,sc,no,self-employed,rural,married,yes,no,no,yes,Kisan Credit Card (KCC) Scheme
35,male,4238,maharashtra,illiterate,farmer,sc,no,self-employed,rural,married,yes,no,no,yes,PM Kisan Maan-Dhan Yojana (PM-KMY)
35,male,4238,maharashtra,illiterate,farmer,sc,no,self-employed,rural,married,yes,no,no,yes,National Farmer Scheme - Phase 28
35,male,4238,maharashtra,illiterate,farmer,sc,no,self-employed,rural,married,yes,no,no,yes,National Farmer Scheme - Phase 31
35,male,4238,maharashtra,illiterate,farmer,sc,no,self-employed,rural,married,yes,no,no,yes,National Farmer Scheme - Phase 44
35,male,4238,maharashtra,illiterate,farmer,sc,no,self-employed,rural,married,yes,no,no,yes,National Farmer Scheme - Phase 73
35,male,4238,maharashtra,illiterate,farmer,sc,no,self-employed,rural,married,yes,no,no,yes,National Farmer Scheme - Phase 78
35,male,4238,maharashtra,illiterate,farmer,sc,no,self-employed,rural,married,yes,no,no,yes,National Farmer Scheme - Phase 86
21,male,0,tamil nadu,12th,student,general,yes,student,rural,single,no,yes,no,no,Central Sector Scheme of Scholarship for College and University Students
21,male,0,tamil nadu,12th,student,general,yes,student,rural,single,no,yes,no,no,Deendayal Disabled Rehabilitation Scheme (DDRS)
21,male,0,tamil nadu,12th,student,general,yes,student,rural,single,no,yes,no,no,Merit-cum-Means Post Matric Support - Program 41
21,male,0,tamil nadu,12th,student,general,yes,student,rural,single,no,yes,no,no,Merit-cum-Means Post Matric Support - Program 45
21,male,0,tamil nadu,12th,student,general,yes,student,rural,single,no,yes,no,no,Merit-cum-Means Post Matric Support - Program 52
21,male,0,tamil nadu,12th,student,general,yes,student,rural,single,no,yes,no,no,Merit-cum-Means Post Matric Support - Program 63
53,female,10735,karnataka,primary,farmer,sc,no,self-employed,urban,married,yes,no,no,no,Pradhan Mantri Fasal Bima Yojana (PMFBY)
53,female,10735,karnataka,primary,farmer,sc,no,self-employed,urban,married,yes,no,no,no,Kisan Credit Card (KCC) Scheme
32,female,0,west bengal,post graduate,unemployed,ews,no,unemployed,rural,married,no,no,no,no,Pradhan Mantri Matru Vandana Yojana (PMMVY)
32,female,0,west bengal,post graduate,unemployed,ews,no,unemployed,rural,married,no,no,no,no,Skill Upgradation and Vocational Loan - Plan 42
32,female,0,west bengal,post graduate,unemployed,ews,no,unemployed,rural,married,no,no,no,no,Skill Upgradation and Vocational Loan - Plan 54
32,female,0,west bengal,post graduate,unemployed,ews,no,unemployed,rural,married,no,no,no,no,Skill Upgradation and Vocational Loan - Plan 74
32,female,0,west bengal,post graduate,unemployed,ews,no,unemployed,rural,married,no,no,no,no,Skill Upgradation and Vocational Loan - Plan 82
55,male,9060,rajasthan,illiterate,farmer,sc,no,self-employed,rural,married,yes,no,no,yes,Pradhan Mantri Kisan Samman Nidhi (PM-KISAN)
55,male,9060,rajasthan,illiterate,farmer,sc,no,self-employed,rural,married,yes,no,no,yes,PM Krishi Sinchayee Yojana (PMKSY)
55,male,9060,rajasthan,illiterate,farmer,sc,no,self-employed,rural,married,yes,no,no,yes,Pradhan Mantri Fasal Bima Yojana (PMFBY)
55,male,9060,rajasthan,illiterate,farmer,sc,no,self-employed,rural,married,yes,no,no,yes,Kisan Credit Card (KCC) Scheme
55,male,9060,rajasthan,illiterate,farmer,sc,no,self-employed,rural,married,yes,no,no,yes,National Farmer Scheme - Phase 28
55,male,9060,rajasthan,illiterate,farmer,sc,no,self-employed,rural,married,yes,no,no,yes,National Farmer Scheme - Phase 31
55,male,9060,rajasthan,illiterate,farmer,sc,no,self-employed,rural,married,yes,no,no,yes,National Farmer Scheme - Phase 44
55,male,9060,rajasthan,illiterate,farmer,sc,no,self-employed,rural,married,yes,no,no,yes,National Farmer Scheme - Phase 73
55,male,9060,rajasthan,illiterate,farmer,sc,no,self-employed,rural,married,yes,no,no,yes,National Farmer Scheme - Phase 78
55,male,9060,rajasthan,illiterate,farmer,sc,no,self-employed,rural,married,yes,no,no,yes,National Farmer Scheme - Phase 86
29,female,19968,gujarat,post graduate,private employee,st,no,employed,urban,married,no,no,no,no,Pradhan Mantri Matru Vandana Yojana (PMMVY)
18,female,0,kerala,primary,unemployed,obc,no,unemployed,rural,single,no,no,no,no,Skill Upgradation and Vocational Loan - Plan 48
18,female,0,kerala,primary,unemployed,obc,no,unemployed,rural,single,no,no,no,no,Skill Upgradation and Vocational Loan - Plan 54
18,female,0,kerala,primary,unemployed,obc,no,unemployed,rural,single,no,no,no,no,Skill Upgradation and Vocational Loan - Plan 74
18,female,0,kerala,primary,unemployed,obc,no,unemployed,rural,single,no,no,no,no,Skill Upgradation and Vocational Loan - Plan 82
49,male,7345,andhra pradesh,primary,farmer,general,no,self-employed,rural,married,yes,no,no,no,Pradhan Mantri Kisan Samman Nidhi (PM-KISAN)
49,male,7345,andhra pradesh,primary,farmer,general,no,self-employed,rural,married,yes,no,no,no,PM Krishi Sinchayee Yojana (PMKSY)
49,male,7345,andhra pradesh,primary,farmer,general,no,self-employed,rural,married,yes,no,no,no,Pradhan Mantri Fasal Bima Yojana (PMFBY)
49,male,7345,andhra pradesh,primary,farmer,general,no,self-employed,rural,married,yes,no,no,no,Kisan Credit Card (KCC) Scheme
49,male,7345,andhra pradesh,primary,farmer,general,no,self-employed,rural,married,yes,no,no,no,National Farmer Scheme - Phase 28
49,male,7345,andhra pradesh,primary,farmer,general,no,self-employed,rural,married,yes,no,no,no,National Farmer Scheme - Phase 31
49,male,7345,andhra pradesh,primary,farmer,general,no,self-employed,rural,married,yes,no,no,no,National Farmer Scheme - Phase 44
49,male,7345,andhra pradesh,primary,farmer,general,no,self-employed,rural,married,yes,no,no,no,National Farmer Scheme - Phase 73
49,male,7345,andhra pradesh,primary,farmer,general,no,self-employed,rural,married,yes,no,no,no,National Farmer Scheme - Phase 78
49,male,7345,andhra pradesh,primary,farmer,general,no,self-employed,rural,married,yes,no,no,no,National Farmer Scheme - Phase 86
20,female,0,punjab,12th,student,obc,no,student,rural,married,no,yes,no,no,Central Sector Scheme of Scholarship for College and University Students
20,female,0,punjab,12th,student,obc,no,student,rural,married,no,yes,no,no,Pragati Scholarship Scheme for Girls
20,female,0,punjab,12th,student,obc,no,student,rural,married,no,yes,no,no,Pradhan Mantri Matru Vandana Yojana (PMMVY)
20,female,0,punjab,12th,student,obc,no,student,rural,married,no,yes,no,no,Merit-cum-Means Post Matric Support - Program 63
66,male,18049,maharashtra,10th,retired,general,no,retired,urban,married,no,no,no,no,Pradhan Mantri Vaya Vandana Yojana (PMVVY)
66,male,18049,maharashtra,10th,retired,general,no,retired,urban,married,no,no,no,no,Senior Citizen Financial Security - Pension 27
66,male,18049,maharashtra,10th,retired,general,no,retired,urban,married,no,no,no,no,Senior Citizen Financial Security - Pension 35
66,male,18049,maharashtra,10th,retired,general,no,retired,urban,married,no,no,no,no,Senior Citizen Financial Security - Pension 57
66,male,18049,maharashtra,10th,retired,general,no,retired,urban,married,no,no,no,no,Senior Citizen Financial Security - Pension 60
66,male,18049,maharashtra,10th,retired,general,no,retired,urban,married,no,no,no,no,Senior Citizen Financial Security - Pension 66
66,male,18049,maharashtra,10th,retired,general,no,retired,urban,married,no,no,no,no,Senior Citizen Financial Security - Pension 69
66,male,18049,maharashtra,10th,retired,general,no,retired,urban,married,no,no,no,no,Senior Citizen Financial Security - Pension 72
66,male,18049,maharashtra,10th,retired,general,no,retired,urban,married,no,no,no,no,Senior Citizen Financial Security - Pension 80
66,male,18049,maharashtra,10th,retired,general,no,retired,urban,married,no,no,no,no,Senior Citizen Financial Security - Pension 84
66,male,18049,maharashtra,10th,retired,general,no,retired,urban,married,no,no,no,no,Senior Citizen Financial Security - Pension 88
66,male,18049,maharashtra,10th,retired,general,no,retired,urban,married,no,no,no,no,Senior Citizen Financial Security - Pension 95
18,female,0,uttar pradesh,10th,student,sc,no,student,urban,single,no,yes,no,yes,Post Matric Scholarship Scheme for SC Students
18,female,0,uttar pradesh,10th,student,sc,no,student,urban,single,no,yes,no,yes,Kanya Sumangala Yojana (Uttar Pradesh)
18,female,0,uttar pradesh,10th,student,sc,no,student,urban,single,no,yes,no,yes,Merit-cum-Means Post Matric Support - Program 41
18,female,0,uttar pradesh,10th,student,sc,no,student,urban,single,no,yes,no,yes,Merit-cum-Means Post Matric Support - Program 45
18,female,0,uttar pradesh,10th,student,sc,no,student,urban,single,no,yes,no,yes,Merit-cum-Means Post Matric Support - Program 81
65,male,17292,tamil nadu,10th,retired,obc,yes,retired,rural,widowed,no,no,no,no,Pradhan Mantri Vaya Vandana Yojana (PMVVY)
65,male,17292,tamil nadu,10th,retired,obc,yes,retired,rural,widowed,no,no,no,no,Senior Citizen Financial Security - Pension 27
65,male,17292,tamil nadu,10th,retired,obc,yes,retired,rural,widowed,no,no,no,no,Senior Citizen Financial Security - Pension 35
65,male,17292,tamil nadu,10th,retired,obc,yes,retired,rural,widowed,no,no,no,no,Senior Citizen Financial Security - Pension 57
65,male,17292,tamil nadu,10th,retired,obc,yes,retired,rural,widowed,no,no,no,no,Senior Citizen Financial Security - Pension 60
65,male,17292,tamil nadu,10th,retired,obc,yes,retired,rural,widowed,no,no,no,no,Senior Citizen Financial Security - Pension 66
65,male,17292,tamil nadu,10th,retired,obc,yes,retired,rural,widowed,no,no,no,no,Senior Citizen Financial Security - Pension 69
65,male,17292,tamil nadu,10th,retired,obc,yes,retired,rural,widowed,no,no,no,no,Senior Citizen Financial Security - Pension 72
65,male,17292,tamil nadu,10th,retired,obc,yes,retired,rural,widowed,no,no,no,no,Senior Citizen Financial Security - Pension 80
65,male,17292,tamil nadu,10th,retired,obc,yes,retired,rural,widowed,no,no,no,no,Senior Citizen Financial Security - Pension 84
65,male,17292,tamil nadu,10th,retired,obc,yes,retired,rural,widowed,no,no,no,no,Senior Citizen Financial Security - Pension 88
65,male,17292,tamil nadu,10th,retired,obc,yes,retired,rural,widowed,no,no,no,no,Senior Citizen Financial Security - Pension 95
43,female,0,karnataka,post graduate,unemployed,obc,no,unemployed,urban,married,no,no,no,no,Pradhan Mantri Matru Vandana Yojana (PMMVY)
31,female,11332,west bengal,illiterate,laborer,st,no,employed,rural,married,no,no,no,yes,Pradhan Mantri Matru Vandana Yojana (PMMVY)
45,male,8083,rajasthan,primary,laborer,obc,no,self-employed,urban,married,no,no,yes,no,PM Garib Kalyan Anna Yojana (PMGKAY)
45,male,8083,rajasthan,primary,laborer,obc,no,self-employed,urban,married,no,no,yes,no,Social Welfare Security Scheme - Support 30
45,male,8083,rajasthan,primary,laborer,obc,no,self-employed,urban,married,no,no,yes,no,Ayushman Swasthya Suraksha - Yojana 36
45,male,8083,rajasthan,primary,laborer,obc,no,self-employed,urban,married,no,no,yes,no,Social Welfare Security Scheme - Support 37
45,male,8083,rajasthan,primary,laborer,obc,no,self-employed,urban,married,no,no,yes,no,Social Welfare Security Scheme - Support 50
45,male,8083,rajasthan,primary,laborer,obc,no,self-employed,urban,married,no,no,yes,no,Ayushman Swasthya Suraksha - Yojana 59
45,male,8083,rajasthan,primary,laborer,obc,no,self-employed,urban,married,no,no,yes,no,Ayushman Swasthya Suraksha - Yojana 65
45,male,8083,rajasthan,primary,laborer,obc,no,self-employed,urban,married,no,no,yes,no,Ayushman Swasthya Suraksha - Yojana 71
45,male,8083,rajasthan,primary,laborer,obc,no,self-employed,urban,married,no,no,yes,no,Social Welfare Security Scheme - Support 76
45,male,8083,rajasthan,primary,laborer,obc,no,self-employed,urban,married,no,no,yes,no,Ayushman Swasthya Suraksha - Yojana 77
45,male,8083,rajasthan,primary,laborer,obc,no,self-employed,urban,married,no,no,yes,no,Ayushman Swasthya Suraksha - Yojana 89
45,male,8083,rajasthan,primary,laborer,obc,no,self-employed,urban,married,no,no,yes,no,Social Welfare Security Scheme - Support 91
45,male,8083,rajasthan,primary,laborer,obc,no,self-employed,urban,married,no,no,yes,no,Ayushman Swasthya Suraksha - Yojana 92
45,male,8083,rajasthan,primary,laborer,obc,no,self-employed,urban,married,no,no,yes,no,Ayushman Swasthya Suraksha - Yojana 94
45,male,8083,rajasthan,primary,laborer,obc,no,self-employed,urban,married,no,no,yes,no,Ayushman Swasthya Suraksha - Yojana 98
45,male,8083,rajasthan,primary,laborer,obc,no,self-employed,urban,married,no,no,yes,no,Social Welfare Security Scheme - Support 99
45,male,8083,rajasthan,primary,laborer,obc,no,self-employed,urban,married,no,no,yes,no,Social Welfare Security Scheme - Support 100
39,female,70436,gujarat,primary,business owner,sc,no,self-employed,rural,married,no,no,no,no,Pradhan Mantri Matru Vandana Yojana (PMMVY)
39,female,70436,gujarat,primary,business owner,sc,no,self-employed,rural,married,no,no,no,no,Pradhan Mantri Mudra Yojana (PMMY) - Shishu
56,male,6895,madhya pradesh,illiterate,laborer,obc,no,employed,urban,married,no,no,yes,no,PM Garib Kalyan Anna Yojana (PMGKAY)
56,male,6895,madhya pradesh,illiterate,laborer,obc,no,employed,urban,married,no,no,yes,no,Ayushman Swasthya Suraksha - Yojana 26
56,male,6895,madhya pradesh,illiterate,laborer,obc,no,employed,urban,married,no,no,yes,no,Social Welfare Security Scheme - Support 30
56,male,6895,madhya pradesh,illiterate,laborer,obc,no,employed,urban,married,no,no,yes,no,Ayushman Swasthya Suraksha - Yojana 36
56,male,6895,madhya pradesh,illiterate,laborer,obc,no,employed,urban,married,no,no,yes,no,Social Welfare Security Scheme - Support 37
56,male,6895,madhya pradesh,illiterate,laborer,obc,no,employed,urban,married,no,no,yes,no,Social Welfare Security Scheme - Support 50
56,male,6895,madhya pradesh,illiterate,laborer,obc,no,employed,urban,married,no,no,yes,no,Ayushman Swasthya Suraksha - Yojana 59
56,male,6895,madhya pradesh,illiterate,laborer,obc,no,employed,urban,married,no,no,yes,no,Ayushman Swasthya Suraksha - Yojana 65
56,male,6895,madhya pradesh,illiterate,laborer,obc,no,employed,urban,married,no,no,yes,no,Ayushman Swasthya Suraksha - Yojana 71
56,male,6895,madhya pradesh,illiterate,laborer,obc,no,employed,urban,married,no,no,yes,no,Ayushman Swasthya Suraksha - Yojana 77
56,male,6895,madhya pradesh,illiterate,laborer,obc,no,employed,urban,married,no,no,yes,no,Ayushman Swasthya Suraksha - Yojana 89
56,male,6895,madhya pradesh,illiterate,laborer,obc,no,employed,urban,married,no,no,yes,no,Social Welfare Security Scheme - Support 91
56,male,6895,madhya pradesh,illiterate,laborer,obc,no,employed,urban,married,no,no,yes,no,Ayushman Swasthya Suraksha - Yojana 92
56,male,6895,madhya pradesh,illiterate,laborer,obc,no,employed,urban,married,no,no,yes,no,Ayushman Swasthya Suraksha - Yojana 94
56,male,6895,madhya pradesh,illiterate,laborer,obc,no,employed,urban,married,no,no,yes,no,Ayushman Swasthya Suraksha - Yojana 98
56,male,6895,madhya pradesh,illiterate,laborer,obc,no,employed,urban,married,no,no,yes,no,Social Welfare Security Scheme - Support 99
56,male,6895,madhya pradesh,illiterate,laborer,obc,no,employed,urban,married,no,no,yes,no,Social Welfare Security Scheme - Support 100
41,female,47697,kerala,graduate,government employee,sc,no,employed,rural,married,no,no,no,no,Pradhan Mantri Matru Vandana Yojana (PMMVY)
34,female,29312,punjab,post graduate,private employee,ews,no,employed,rural,married,no,no,no,no,Pradhan Mantri Matru Vandana Yojana (PMMVY)
39,male,4118,maharashtra,10th,farmer,sc,yes,self-employed,rural,married,yes,no,yes,no,Pradhan Mantri Kisan Samman Nidhi (PM-KISAN)
