Age,Income,Occupation,Gender,Category,Recommended_Scheme
35,12941,farmer,male,st,Pradhan Mantri Kisan Samman Nidhi (PM-KISAN)
35,12941,farmer,male,st,PM Krishi Sinchayee Yojana (PMKSY)
35,12941,farmer,male,st,Pradhan Mantri Fasal Bima Yojana (PMFBY)
35,12941,farmer,male,st,Kisan Credit Card (KCC) Scheme
35,12941,farmer,male,st,PM Kisan Maan-Dhan Yojana (PM-KMY)
35,12941,farmer,male,st,National Farmer Scheme - Phase 28
35,12941,farmer,male,st,National Farmer Scheme - Phase 31
35,12941,farmer,male,st,National Farmer Scheme - Phase 44
35,12941,farmer,male,st,National Farmer Scheme - Phase 73
35,12941,farmer,male,st,National Farmer Scheme - Phase 78
35,12941,farmer,male,st,National Farmer Scheme - Phase 86
46,13383,farmer,female,obc,Pradhan Mantri Kisan Samman Nidhi (PM-KISAN)
46,13383,farmer,female,obc,PM Krishi Sinchayee Yojana (PMKSY)
46,13383,farmer,female,obc,Pradhan Mantri Fasal Bima Yojana (PMFBY)
46,13383,farmer,female,obc,Kisan Credit Card (KCC) Scheme
46,13383,farmer,female,obc,National Farmer Scheme - Phase 28
46,13383,farmer,female,obc,National Farmer Scheme - Phase 44
46,13383,farmer,female,obc,National Farmer Scheme - Phase 73
46,13383,farmer,female,obc,National Farmer Scheme - Phase 78
46,13383,farmer,female,obc,National Farmer Scheme - Phase 86
31,0,unemployed,male,ews,PM Garib Kalyan Anna Yojana (PMGKAY)
31,0,unemployed,male,ews,Pradhan Mantri Awas Yojana - Gramin (PMAY-G)
31,0,unemployed,male,ews,Mo Ghara Yojana (Odisha Housing Scheme)
31,0,unemployed,male,ews,Social Welfare Security Scheme - Support 30
31,0,unemployed,male,ews,Ayushman Swasthya Suraksha - Yojana 36
31,0,unemployed,male,ews,Social Welfare Security Scheme - Support 37
31,0,unemployed,male,ews,Ayushman Swasthya Suraksha - Yojana 39
31,0,unemployed,male,ews,Social Welfare Security Scheme - Support 50
31,0,unemployed,male,ews,Skill Upgradation and Vocational Loan - Plan 54
31,0,unemployed,male,ews,Awas Sahayata Gramin - Allocation 56
31,0,unemployed,male,ews,Awas Sahayata Gramin - Allocation 58
31,0,unemployed,male,ews,Ayushman Swasthya Suraksha - Yojana 59
31,0,unemployed,male,ews,Ayushman Swasthya Suraksha - Yojana 65
31,0,unemployed,male,ews,Awas Sahayata Gramin - Allocation 67
31,0,unemployed,male,ews,Ayushman Swasthya Suraksha - Yojana 71
31,0,unemployed,male,ews,Skill Upgradation and Vocational Loan - Plan 74
31,0,unemployed,male,ews,Awas Sahayata Gramin - Allocation 75
31,0,unemployed,male,ews,Ayushman Swasthya Suraksha - Yojana 77
31,0,unemployed,male,ews,Skill Upgradation and Vocational Loan - Plan 82
31,0,unemployed,male,ews,Ayushman Swasthya Suraksha - Yojana 89
31,0,unemployed,male,ews,Social Welfare Security Scheme - Support 91
31,0,unemployed,male,ews,Ayushman Swasthya Suraksha - Yojana 92
31,0,unemployed,male,ews,Ayushman Swasthya Suraksha - Yojana 94
31,0,unemployed,male,ews,Social Welfare Security Scheme - Support 96
31,0,unemployed,male,ews,Ayushman Swasthya Suraksha - Yojana 98
31,0,unemployed,male,ews,Social Welfare Security Scheme - Support 99
31,0,unemployed,male,ews,Social Welfare Security Scheme - Support 100
27,11944,laborer,female,obc,Pradhan Mantri Matru Vandana Yojana (PMMVY)
32,38038,business owner,male,obc,Pradhan Mantri Mudra Yojana (PMMY) - Shishu
32,0,unemployed,female,sc,Pradhan Mantri Matru Vandana Yojana (PMMVY)
32,0,unemployed,female,sc,PMMVY-Urban (Maternity Benefit Scheme for Urban Poor)
32,0,unemployed,female,sc,PM Garib Kalyan Anna Yojana (PMGKAY)
32,0,unemployed,female,sc,Ayushman Swasthya Suraksha - Yojana 29
32,0,unemployed,female,sc,Ayushman Swasthya Suraksha - Yojana 36
32,0,unemployed,female,sc,Social Welfare Security Scheme - Support 37
32,0,unemployed,female,sc,Skill Upgradation and Vocational Loan - Plan 48
32,0,unemployed,female,sc,Skill Upgradation and Vocational Loan - Plan 54
32,0,unemployed,female,sc,Ayushman Swasthya Suraksha - Yojana 59
32,0,unemployed,female,sc,Ayushman Swasthya Suraksha - Yojana 65
32,0,unemployed,female,sc,Ayushman Swasthya Suraksha - Yojana 71
32,0,unemployed,female,sc,Skill Upgradation and Vocational Loan - Plan 74
32,0,unemployed,female,sc,Skill Upgradation and Vocational Loan - Plan 82
32,0,unemployed,female,sc,Ayushman Swasthya Suraksha - Yojana 89
32,0,unemployed,female,sc,Social Welfare Security Scheme - Support 91
32,0,unemployed,female,sc,Ayushman Swasthya Suraksha - Yojana 92
32,0,unemployed,female,sc,Ayushman Swasthya Suraksha - Yojana 94
32,0,unemployed,female,sc,Ayushman Swasthya Suraksha - Yojana 98
32,0,unemployed,female,sc,Social Welfare Security Scheme - Support 99
32,0,unemployed,female,sc,Social Welfare Security Scheme - Support 100
18,7304,laborer,female,obc,PM Garib Kalyan Anna Yojana (PMGKAY)
18,7304,laborer,female,obc,Ayushman Swasthya Suraksha - Yojana 36
18,7304,laborer,female,obc,Social Welfare Security Scheme - Support 37
18,7304,laborer,female,obc,Ayushman Swasthya Suraksha - Yojana 59
18,7304,laborer,female,obc,Ayushman Swasthya Suraksha - Yojana 65
18,7304,laborer,female,obc,Ayushman Swasthya Suraksha - Yojana 71
18,7304,laborer,female,obc,Ayushman Swasthya Suraksha - Yojana 89
18,7304,laborer,female,obc,Social Welfare Security Scheme - Support 91
18,7304,laborer,female,obc,Ayushman Swasthya Suraksha - Yojana 92
18,7304,laborer,female,obc,Ayushman Swasthya Suraksha - Yojana 94
18,7304,laborer,female,obc,Ayushman Swasthya Suraksha - Yojana 98
18,7304,laborer,female,obc,Social Welfare Security Scheme - Support 99
18,7304,laborer,female,obc,Social Welfare Security Scheme - Support 100
18,0,student,male,obc,Deendayal Disabled Rehabilitation Scheme (DDRS)
29,5691,farmer,female,obc,Pradhan Mantri Kisan Samman Nidhi (PM-KISAN)
29,5691,farmer,female,obc,PM Krishi Sinchayee Yojana (PMKSY)
29,5691,farmer,female,obc,Pradhan Mantri Fasal Bima Yojana (PMFBY)
29,5691,farmer,female,obc,Kisan Credit Card (KCC) Scheme
29,5691,farmer,female,obc,PM Kisan Maan-Dhan Yojana (PM-KMY)
29,5691,farmer,female,obc,Pradhan Mantri Matru Vandana Yojana (PMMVY)
29,5691,farmer,female,obc,National Farmer Scheme - Phase 28
29,5691,farmer,female,obc,National Farmer Scheme - Phase 44
29,5691,farmer,female,obc,National Farmer Scheme - Phase 49
29,5691,farmer,female,obc,National Farmer Scheme - Phase 73
29,5691,farmer,female,obc,National Farmer Scheme - Phase 78
29,5691,farmer,female,obc,National Farmer Scheme - Phase 86
29,5691,farmer,female,obc,National Farmer Scheme - Phase 93
36,82720,business owner,male,obc,Pradhan Mantri Mudra Yojana (PMMY) - Shishu
44,72658,business owner,female,general,Pradhan Mantri Matru Vandana Yojana (PMMVY)
44,72658,business owner,female,general,Pradhan Mantri Mudra Yojana (PMMY) - Shishu
62,8713,retired,male,obc,Pradhan Mantri Vaya Vandana Yojana (PMVVY)
62,8713,retired,male,obc,Senior Citizen Financial Security - Pension 27
62,8713,retired,male,obc,Senior Citizen Financial Security - Pension 35
62,8713,retired,male,obc,Senior Citizen Financial Security - Pension 57
62,8713,retired,male,obc,Senior Citizen Financial Security - Pension 60
62,8713,retired,male,obc,Senior Citizen Financial Security - Pension 66
62,8713,retired,male,obc,Senior Citizen Financial Security - Pension 69
62,8713,retired,male,obc,Senior Citizen Financial Security - Pension 72
62,8713,retired,male,obc,Senior Citizen Financial Security - Pension 80
62,8713,retired,male,obc,Senior Citizen Financial Security - Pension 84
62,8713,retired,male,obc,Senior Citizen Financial Security - Pension 88
62,8713,retired,male,obc,Senior Citizen Financial Security - Pension 95
52,32658,business owner,female,obc,Pradhan Mantri Mudra Yojana (PMMY) - Shishu
39,116685,government employee,female,obc,Pradhan Mantri Matru Vandana Yojana (PMMVY)
24,0,student,male,general,Central Sector Scheme of Scholarship for College and University Students
24,0,student,male,general,Merit-cum-Means Post Matric Support - Program 41
24,0,student,male,general,Merit-cum-Means Post Matric Support - Program 45
24,0,student,male,general,Merit-cum-Means Post Matric Support - Program 52
24,0,student,male,general,Merit-cum-Means Post Matric Support - Program 63
39,0,unemployed,female,sc,Pradhan Mantri Matru Vandana Yojana (PMMVY)
44,7809,farmer,female,general,Pradhan Mantri Kisan Samman Nidhi (PM-KISAN)
44,7809,farmer,female,general,PM Krishi Sinchayee Yojana (PMKSY)
44,7809,farmer,female,general,Pradhan Mantri Fasal Bima Yojana (PMFBY)
44,7809,farmer,female,general,Kisan Credit Card (KCC) Scheme
44,7809,farmer,female,general,Pradhan Mantri Matru Vandana Yojana (PMMVY)
44,7809,farmer,female,general,National Farmer Scheme - Phase 28
44,7809,farmer,female,general,National Farmer Scheme - Phase 44
44,7809,farmer,female,general,National Farmer Scheme - Phase 73
44,7809,farmer,female,general,National Farmer Scheme - Phase 78
44,7809,farmer,female,general,National Farmer Scheme - Phase 86
27,41924,business owner,male,sc,Pradhan Mantri Mudra Yojana (PMMY) - Shishu
27,41924,business owner,male,sc,Stand-Up India Scheme
47,51118,business owner,female,obc,Pradhan Mantri Mudra Yojana (PMMY) - Shishu
47,51118,business owner,female,obc,Stand-Up India Scheme
62,23928,retired,male,sc,Pradhan Mantri Vaya Vandana Yojana (PMVVY)
62,23928,retired,male,sc,Senior Citizen Financial Security - Pension 27
62,23928,retired,male,sc,Senior Citizen Financial Security - Pension 35
62,23928,retired,male,sc,Senior Citizen Financial Security - Pension 57
62,23928,retired,male,sc,Senior Citizen Financial Security - Pension 60
62,23928,retired,male,sc,Senior Citizen Financial Security - Pension 66
62,23928,retired,male,sc,Senior Citizen Financial Security - Pension 69
62,23928,retired,male,sc,Senior Citizen Financial Security - Pension 72
62,23928,retired,male,sc,Senior Citizen Financial Security - Pension 80
62,23928,retired,male,sc,Senior Citizen Financial Security - Pension 84
62,23928,retired,male,sc,Senior Citizen Financial Security - Pension 88
62,23928,retired,male,sc,Senior Citizen Financial Security - Pension 95
38,9544,farmer,female,obc,Pradhan Mantri Kisan Samman Nidhi (PM-KISAN)
38,9544,farmer,female,obc,PM Krishi Sinchayee Yojana (PMKSY)
38,9544,farmer,female,obc,Pradhan Mantri Fasal Bima Yojana (PMFBY)
38,9544,farmer,female,obc,Kisan Credit Card (KCC) Scheme
38,9544,farmer,female,obc,PM Kisan Maan-Dhan Yojana (PM-KMY)
38,9544,farmer,female,obc,Pradhan Mantri Matru Vandana Yojana (PMMVY)
38,9544,farmer,female,obc,National Farmer Scheme - Phase 28
38,9544,farmer,female,obc,National Farmer Scheme - Phase 44
38,9544,farmer,female,obc,National Farmer Scheme - Phase 73
38,9544,farmer,female,obc,National Farmer Scheme - Phase 78
38,9544,farmer,female,obc,National Farmer Scheme - Phase 86
46,0,unemployed,male,ews,PM Garib Kalyan Anna Yojana (PMGKAY)
46,0,unemployed,male,ews,Pradhan Mantri Awas Yojana - Gramin (PMAY-G)
46,0,unemployed,male,ews,Mo Ghara Yojana (Odisha Housing Scheme)
46,0,unemployed,male,ews,Social Welfare Security Scheme - Support 30
46,0,unemployed,male,ews,Ayushman Swasthya Suraksha - Yojana 36
46,0,unemployed,male,ews,Social Welfare Security Scheme - Support 37
46,0,unemployed,male,ews,Ayushman Swasthya Suraksha - Yojana 39
46,0,unemployed,male,ews,Social Welfare Security Scheme - Support 50
46,0,unemployed,male,ews,Awas Sahayata Gramin - Allocation 56
46,0,unemployed,male,ews,Awas Sahayata Gramin - Allocation 58
46,0,unemployed,male,ews,Ayushman Swasthya Suraksha - Yojana 59
46,0,unemployed,male,ews,Ayushman Swasthya Suraksha - Yojana 65
46,0,unemployed,male,ews,Awas Sahayata Gramin - Allocation 67
46,0,unemployed,male,ews,Ayushman Swasthya Suraksha - Yojana 71
46,0,unemployed,male,ews,Awas Sahayata Gramin - Allocation 75
46,0,unemployed,male,ews,Ayushman Swasthya Suraksha - Yojana 77
46,0,unemployed,male,ews,Ayushman Swasthya Suraksha - Yojana 89
46,0,unemployed,male,ews,Social Welfare Security Scheme - Support 91
46,0,unemployed,male,ews,Ayushman Swasthya Suraksha - Yojana 92
46,0,unemployed,male,ews,Ayushman Swasthya Suraksha - Yojana 94
46,0,unemployed,male,ews,Social Welfare Security Scheme - Support 96
46,0,unemployed,male,ews,Ayushman Swasthya Suraksha - Yojana 98
46,0,unemployed,male,ews,Social Welfare Security Scheme - Support 99
46,0,unemployed,male,ews,Social Welfare Security Scheme - Support 100
33,7959,laborer,male,ews,PM Garib Kalyan Anna Yojana (PMGKAY)
33,7959,laborer,male,ews,Social Welfare Security Scheme - Support 30
33,7959,laborer,male,ews,Ayushman Swasthya Suraksha - Yojana 36
33,7959,laborer,male,ews,Social Welfare Security Scheme - Support 37
33,7959,laborer,male,ews,Social Welfare Security Scheme - Support 50
33,7959,laborer,male,ews,Ayushman Swasthya Suraksha - Yojana 59
33,7959,laborer,male,ews,Ayushman Swasthya Suraksha - Yojana 65
33,7959,laborer,male,ews,Ayushman Swasthya Suraksha - Yojana 71
33,7959,laborer,male,ews,Social Welfare Security Scheme - Support 76
33,7959,laborer,male,ews,Ayushman Swasthya Suraksha - Yojana 77
33,7959,laborer,male,ews,Ayushman Swasthya Suraksha - Yojana 89
33,7959,laborer,male,ews,Social Welfare Security Scheme - Support 91
33,7959,laborer,male,ews,Ayushman Swasthya Suraksha - Yojana 92
33,7959,laborer,male,ews,Ayushman Swasthya Suraksha - Yojana 94
33,7959,laborer,male,ews,Ayushman Swasthya Suraksha - Yojana 98
33,7959,laborer,male,ews,Social Welfare Security Scheme - Support 99
33,7959,laborer,male,ews,Social Welfare Security Scheme - Support 100
43,0,unemployed,female,sc,Pradhan Mantri Matru Vandana Yojana (PMMVY)
40,15609,business owner,male,general,Pradhan Mantri Mudra Yojana (PMMY) - Shishu
40,15609,business owner,male,general,Stand-Up India Scheme
41,7992,laborer,female,obc,Pradhan Mantri Matru Vandana Yojana (PMMVY)
41,7992,laborer,female,obc,PMMVY-Urban (Maternity Benefit Scheme for Urban Poor)
41,7992,laborer,female,obc,PM Garib Kalyan Anna Yojana (PMGKAY)
41,7992,laborer,female,obc,Ayushman Swasthya Suraksha - Yojana 29
41,7992,laborer,female,obc,Ayushman Swasthya Suraksha - Yojana 36
41,7992,laborer,female,obc,Social Welfare Security Scheme - Support 37
41,7992,laborer,female,obc,Ayushman Swasthya Suraksha - Yojana 59
41,7992,laborer,female,obc,Ayushman Swasthya Suraksha - Yojana 65
41,7992,laborer,female,obc,Ayushman Swasthya Suraksha - Yojana 71
41,7992,laborer,female,obc,Ayushman Swasthya Suraksha - Yojana 89
41,7992,laborer,female,obc,Social Welfare Security Scheme - Support 91
41,7992,laborer,female,obc,Ayushman Swasthya Suraksha - Yojana 92
41,7992,laborer,female,obc,Ayushman Swasthya Suraksha - Yojana 94
41,7992,laborer,female,obc,Ayushman Swasthya Suraksha - Yojana 98
41,7992,laborer,female,obc,Social Welfare Security Scheme - Support 99
41,7992,laborer,female,obc,Social Welfare Security Scheme - Support 100
40,11807,farmer,female,obc,Pradhan Mantri Kisan Samman Nidhi (PM-KISAN)
40,11807,farmer,female,obc,PM Krishi Sinchayee Yojana (PMKSY)
40,11807,farmer,female,obc,Pradhan Mantri Fasal Bima Yojana (PMFBY)
40,11807,farmer,female,obc,Kisan Credit Card (KCC) Scheme
40,11807,farmer,female,obc,PM Kisan Maan-Dhan Yojana (PM-KMY)
40,11807,farmer,female,obc,Pradhan Mantri Matru Vandana Yojana (PMMVY)
40,11807,farmer,female,obc,National Farmer Scheme - Phase 28
40,11807,farmer,female,obc,National Farmer Scheme - Phase 44
40,11807,farmer,female,obc,National Farmer Scheme - Phase 73
40,11807,farmer,female,obc,National Farmer Scheme - Phase 78
40,11807,farmer,female,obc,National Farmer Scheme - Phase 86
47,8348,farmer,male,general,Pradhan Mantri Kisan Samman Nidhi (PM-KISAN)
47,8348,farmer,male,general,PM Krishi Sinchayee Yojana (PMKSY)
47,8348,farmer,male,general,Pradhan Mantri Fasal Bima Yojana (PMFBY)
47,8348,farmer,male,general,Kisan Credit Card (KCC) Scheme
47,8348,farmer,male,general,National Farmer Scheme - Phase 28
47,8348,farmer,male,general,National Farmer Scheme - Phase 31
47,8348,farmer,male,general,National Farmer Scheme - Phase 44
47,8348,farmer,male,general,National Farmer Scheme - Phase 73
47,8348,farmer,male,general,National Farmer Scheme - Phase 78
47,8348,farmer,male,general,National Farmer Scheme - Phase 86
61,6384,retired,female,obc,Pradhan Mantri Vaya Vandana Yojana (PMVVY)
61,6384,retired,female,obc,Senior Citizen Financial Security - Pension 27
61,6384,retired,female,obc,Senior Citizen Financial Security - Pension 35
61,6384,retired,female,obc,Senior Citizen Financial Security - Pension 38
61,6384,retired,female,obc,Senior Citizen Financial Security - Pension 57
61,6384,retired,female,obc,Senior Citizen Financial Security - Pension 60
61,6384,retired,female,obc,Senior Citizen Financial Security - Pension 66
61,6384,retired,female,obc,Senior Citizen Financial Security - Pension 69
61,6384,retired,female,obc,Senior Citizen Financial Security - Pension 72
61,6384,retired,female,obc,Senior Citizen Financial Security - Pension 80
61,6384,retired,female,obc,Senior Citizen Financial Security - Pension 84
61,6384,retired,female,obc,Senior Citizen Financial Security - Pension 88
61,6384,retired,female,obc,Senior Citizen Financial Security - Pension 95
72,15343,retired,female,general,Pradhan Mantri Vaya Vandana Yojana (PMVVY)
72,15343,retired,female,general,Senior Citizen Financial Security - Pension 27
72,15343,retired,female,general,Senior Citizen Financial Security - Pension 35
72,15343,retired,female,general,Senior Citizen Financial Security - Pension 57
72,15343,retired,female,general,Senior Citizen Financial Security - Pension 60
72,15343,retired,female,general,Senior Citizen Financial Security - Pension 66
72,15343,retired,female,general,Senior Citizen Financial Security - Pension 69
72,15343,retired,female,general,Senior Citizen Financial Security - Pension 72
72,15343,retired,female,general,Senior Citizen Financial Security - Pension 80
72,15343,retired,female,general,Senior Citizen Financial Security - Pension 84
72,15343,retired,female,general,Senior Citizen Financial Security - Pension 88
72,15343,retired,female,general,Senior Citizen Financial Security - Pension 95
28,14044,farmer,male,obc,Pradhan Mantri Kisan Samman Nidhi (PM-KISAN)
28,14044,farmer,male,obc,PM Krishi Sinchayee Yojana (PMKSY)
28,14044,farmer,male,obc,Pradhan Mantri Fasal Bima Yojana (PMFBY)
28,14044,farmer,male,obc,Kisan Credit Card (KCC) Scheme
28,14044,farmer,male,obc,PM Kisan Maan-Dhan Yojana (PM-KMY)
28,14044,farmer,male,obc,National Farmer Scheme - Phase 28
28,14044,farmer,male,obc,National Farmer Scheme - Phase 31
28,14044,farmer,male,obc,National Farmer Scheme - Phase 44
28,14044,farmer,male,obc,National Farmer Scheme - Phase 73
28,14044,farmer,male,obc,National Farmer Scheme - Phase 78
28,14044,farmer,male,obc,National Farmer Scheme - Phase 86
53,13435,farmer,female,sc,Pradhan Mantri Kisan Samman Nidhi (PM-KISAN)
53,13435,farmer,female,sc,PM Krishi Sinchayee Yojana (PMKSY)
53,13435,farmer,female,sc,Pradhan Mantri Fasal Bima Yojana (PMFBY)
53,13435,farmer,female,sc,Kisan Credit Card (KCC) Scheme
53,13435,farmer,female,sc,National Farmer Scheme - Phase 28
53,13435,farmer,female,sc,National Farmer Scheme - Phase 44
53,13435,farmer,female,sc,National Farmer Scheme - Phase 73
53,13435,farmer,female,sc,National Farmer Scheme - Phase 78
53,13435,farmer,female,sc,National Farmer Scheme - Phase 86
72,6563,retired,female,ews,Pradhan Mantri Vaya Vandana Yojana (PMVVY)
72,6563,retired,female,ews,Senior Citizen Financial Security - Pension 27
72,6563,retired,female,ews,Senior Citizen Financial Security - Pension 35
72,6563,retired,female,ews,Senior Citizen Financial Security - Pension 57
72,6563,retired,female,ews,Senior Citizen Financial Security - Pension 60
72,6563,retired,female,ews,Senior Citizen Financial Security - Pension 66
72,6563,retired,female,ews,Senior Citizen Financial Security - Pension 69
72,6563,retired,female,ews,Senior Citizen Financial Security - Pension 72
72,6563,retired,female,ews,Senior Citizen Financial Security - Pension 80
72,6563,retired,female,ews,Senior Citizen Financial Security - Pension 84
72,6563,retired,female,ews,Senior Citizen Financial Security - Pension 88
72,6563,retired,female,ews,Senior Citizen Financial Security - Pension 95
27,81904,private employee,female,sc,Pradhan Mantri Matru Vandana Yojana (PMMVY)
31,89925,private employee,male,sc,Deendayal Disabled Rehabilitation Scheme (DDRS)
32,14846,farmer,male,st,Pradhan Mantri Kisan Samman Nidhi (PM-KISAN)
32,14846,farmer,male,st,PM Krishi Sinchayee Yojana (PMKSY)
32,14846,farmer,male,st,Pradhan Mantri Fasal Bima Yojana (PMFBY)
32,14846,farmer,male,st,Kisan Credit Card (KCC) Scheme
32,14846,farmer,male,st,PM Kisan Maan-Dhan Yojana (PM-KMY)
32,14846,farmer,male,st,National Farmer Scheme - Phase 28
32,14846,farmer,male,st,National Farmer Scheme - Phase 31
32,14846,farmer,male,st,National Farmer Scheme - Phase 44
32,14846,farmer,male,st,National Farmer Scheme - Phase 73
32,14846,farmer,male,st,National Farmer Scheme - Phase 78
32,14846,farmer,male,st,National Farmer Scheme - Phase 86
28,12584,farmer,female,general,Pradhan Mantri Kisan Samman Nidhi (PM-KISAN)
28,12584,farmer,female,general,PM Krishi Sinchayee Yojana (PMKSY)
28,12584,farmer,female,general,Pradhan Mantri Fasal Bima Yojana (PMFBY)
28,12584,farmer,female,general,Kisan Credit Card (KCC) Scheme
28,12584,farmer,female,general,PM Kisan Maan-Dhan Yojana (PM-KMY)
28,12584,farmer,female,general,Pradhan Mantri Matru Vandana Yojana (PMMVY)
28,12584,farmer,female,general,National Farmer Scheme - Phase 28
28,12584,farmer,female,general,National Farmer Scheme - Phase 44
28,12584,farmer,female,general,National Farmer Scheme - Phase 49
28,12584,farmer,female,general,National Farmer Scheme - Phase 73
28,12584,farmer,female,general,National Farmer Scheme - Phase 78
28,12584,farmer,female,general,National Farmer Scheme - Phase 86
28,12584,farmer,female,general,National Farmer Scheme - Phase 93
42,4468,farmer,male,obc,Pradhan Mantri Kisan Samman Nidhi (PM-KISAN)
42,4468,farmer,male,obc,PM Krishi Sinchayee Yojana (PMKSY)
42,4468,farmer,male,obc,Pradhan Mantri Fasal Bima Yojana (PMFBY)
42,4468,farmer,male,obc,Kisan Credit Card (KCC) Scheme
42,4468,farmer,male,obc,PM Garib Kalyan Anna Yojana (PMGKAY)
42,4468,farmer,male,obc,Pradhan Mantri Awas Yojana - Gramin (PMAY-G)
42,4468,farmer,male,obc,Mo Ghara Yojana (Odisha Housing Scheme)
42,4468,farmer,male,obc,National Farmer Scheme - Phase 28
42,4468,farmer,male,obc,Social Welfare Security Scheme - Support 30
42,4468,farmer,male,obc,National Farmer Scheme - Phase 31
42,4468,farmer,male,obc,Ayushman Swasthya Suraksha - Yojana 36
42,4468,farmer,male,obc,Social Welfare Security Scheme - Support 37
42,4468,farmer,male,obc,National Farmer Scheme - Phase 44
42,4468,farmer,male,obc,Social Welfare Security Scheme - Support 50
42,4468,farmer,male,obc,Awas Sahayata Gramin - Allocation 56
42,4468,farmer,male,obc,Awas Sahayata Gramin - Allocation 58
42,4468,farmer,male,obc,Ayushman Swasthya Suraksha - Yojana 59
42,4468,farmer,male,obc,Ayushman Swasthya Suraksha - Yojana 65
42,4468,farmer,male,obc,Awas Sahayata Gramin - Allocation 67
42,4468,farmer,male,obc,Ayushman Swasthya Suraksha - Yojana 71
42,4468,farmer,male,obc,National Farmer Scheme - Phase 73
42,4468,farmer,male,obc,Awas Sahayata Gramin - Allocation 75
42,4468,farmer,male,obc,Ayushman Swasthya Suraksha - Yojana 77
42,4468,farmer,male,obc,National Farmer Scheme - Phase 78
42,4468,farmer,male,obc,National Farmer Scheme - Phase 86
42,4468,farmer,male,obc,Ayushman Swasthya Suraksha - Yojana 89
42,4468,farmer,male,obc,Social Welfare Security Scheme - Support 91
42,4468,farmer,male,obc,Ayushman Swasthya Suraksha - Yojana 92
42,4468,farmer,male,obc,Ayushman Swasthya Suraksha - Yojana 94
42,4468,farmer,male,obc,Ayushman Swasthya Suraksha - Yojana 98
42,4468,farmer,male,obc,Social Welfare Security Scheme - Support 99
42,4468,farmer,male,obc,Social Welfare Security Scheme - Support 100
45,13680,farmer,female,obc,Pradhan Mantri Kisan Samman Nidhi (PM-KISAN)
45,13680,farmer,female,obc,PM Krishi Sinchayee Yojana (PMKSY)
45,13680,farmer,female,obc,Pradhan Mantri Fasal Bima Yojana (PMFBY)
45,13680,farmer,female,obc,Kisan Credit Card (KCC) Scheme
45,13680,farmer,female,obc,Pradhan Mantri Matru Vandana Yojana (PMMVY)
45,13680,farmer,female,obc,National Farmer Scheme - Phase 28
45,13680,farmer,female,obc,National Farmer Scheme - Phase 44
45,13680,farmer,female,obc,National Farmer Scheme - Phase 73
45,13680,farmer,female,obc,National Farmer Scheme - Phase 78
45,13680,farmer,female,obc,National Farmer Scheme - Phase 86
68,7934,retired,male,obc,Pradhan Mantri Vaya Vandana Yojana (PMVVY)
68,7934,retired,male,obc,Senior Citizen Financial Security - Pension 27
68,7934,retired,male,obc,Senior Citizen Financial Security - Pension 35
68,7934,retired,male,obc,Senior Citizen Financial Security - Pension 57
68,7934,retired,male,obc,Senior Citizen Financial Security - Pension 60
68,7934,retired,male,obc,Senior Citizen Financial Security - Pension 66
68,7934,retired,male,obc,Senior Citizen Financial Security - Pension 69
68,7934,retired,male,obc,Senior Citizen Financial Security - Pension 72
68,7934,retired,male,obc,Senior Citizen Financial Security - Pension 80
68,7934,retired,male,obc,Senior Citizen Financial Security - Pension 84
68,7934,retired,male,obc,Senior Citizen Financial Security - Pension 88
68,7934,retired,male,obc,Senior Citizen Financial Security - Pension 95
54,79478,business owner,female,sc,Pradhan Mantri Mudra Yojana (PMMY) - Shishu
31,10467,farmer,male,general,Pradhan Mantri Kisan Samman Nidhi (PM-KISAN)
31,10467,farmer,male,general,PM Krishi Sinchayee Yojana (PMKSY)
31,10467,farmer,male,general,Pradhan Mantri Fasal Bima Yojana (PMFBY)
31,10467,farmer,male,general,Kisan Credit Card (KCC) Scheme
31,10467,farmer,male,general,PM Kisan Maan-Dhan Yojana (PM-KMY)
31,10467,farmer,male,general,National Farmer Scheme - Phase 28
31,10467,farmer,male,general,National Farmer Scheme - Phase 31
31,10467,farmer,male,general,National Farmer Scheme - Phase 44
31,10467,farmer,male,general,National Farmer Scheme - Phase 73
31,10467,farmer,male,general,National Farmer Scheme - Phase 78
31,10467,farmer,male,general,National Farmer Scheme - Phase 86
26,84722,private employee,female,obc,Pradhan Mantri Matru Vandana Yojana (PMMVY)
47,6158,laborer,male,general,PM Garib Kalyan Anna Yojana (PMGKAY)
47,6158,laborer,male,general,Pradhan Mantri Awas Yojana - Gramin (PMAY-G)
47,6158,laborer,male,general,Mo Ghara Yojana (Odisha Housing Scheme)
47,6158,laborer,male,general,Ayushman Swasthya Suraksha - Yojana 26
47,6158,laborer,male,general,Social Welfare Security Scheme - Support 30
47,6158,laborer,male,general,Ayushman Swasthya Suraksha - Yojana 36
47,6158,laborer,male,general,Social Welfare Security Scheme - Support 37
47,6158,laborer,male,general,Social Welfare Security Scheme - Support 50
47,6158,laborer,male,general,Awas Sahayata Gramin - Allocation 56
47,6158,laborer,male,general,Awas Sahayata Gramin - Allocation 58
47,6158,laborer,male,general,Ayushman Swasthya Suraksha - Yojana 59
47,6158,laborer,male,general,Ayushman Swasthya Suraksha - Yojana 65
47,6158,laborer,male,general,Awas Sahayata Gramin - Allocation 67
47,6158,laborer,male,general,Ayushman Swasthya Suraksha - Yojana 71
47,6158,laborer,male,general,Awas Sahayata Gramin - Allocation 75
